action_category,why_held_back,what_to_verify_for_100pct_match,verdict_format_required,verdict_examples,amazon_asin,jl_sku,amazon_listing_title,review_id,star_rating_current,rating_inferred,verified_purchase,has_photo,helpful_votes,review_date,reviewer_name,review_title,review_body,current_mapped_handle,current_handle_source,pass8_team_status,pass8_team_proposed_handle,pass8_team_reasoning,VERDICT__PLEASE_FILL,team_notes
5. RATING INFERRED — STAR RATING NOT DIRECTLY SCRAPED,"Review body is accurate but the star (1-5) was INFERRED from review sentiment — not extracted directly from Amazon's rating widget. FTC 16 CFR Part 255 prohibits displaying inferred ratings without disclosure, so it's held back.","Re-scrape this review_id directly from amazon.com — pull the star from the rating widget (look for a-icon-star class), not from sentiment. Verify the star matches across both the review-list and review-detail views.",RATING_VERIFIED:[N]   OR   RATING_DROP:[reason]   OR   RATING_KEEP_INFERRED,RATING_VERIFIED:5  |  RATING_DROP:review removed from Amazon  |  RATING_KEEP_INFERRED  (publishes with 'rating estimated' disclosure label),B07MZJ4279,bghd-ava021500-av-mb,Matte Black AVT Style Bull Bar Brush Push Front Bumper Grill Grille Guard with Skid Plate v2 Compatible with 99-07 Chevy Silverado GMC Sierra / 02-06 Avalanche / 00-06 Suburban Tahoe Yukon 1500,R3Y598XKBBWA0,5,TRUE,TRUE,FALSE,2,,Brandon K.,,Very please with this. Easy install and clear instructions. Your factory tow hooks must be removed to mount this.,99-07-silverado-sierra-1500-advanced-bull-guard-w-skid-plate-matte-black,team,mapped_medium_confidence_pending_verify,99-07-silverado-sierra-1500-advanced-bull-guard-w-skid-plate-matte-black,bghd-ava021500-av-mb=Avalanche/Silverado 1500 2002 AVT matte black bull bar; handle=99-07 Silverado/Sierra 1500 advanced bull guard skid plate matte black covers the shared GMT800 platform; medium because Avalanche is not named in handle — owner should confirm Avalanche is fitment-compatible with Silverado 1500 on this product,,
5. RATING INFERRED — STAR RATING NOT DIRECTLY SCRAPED,"Review body is accurate but the star (1-5) was INFERRED from review sentiment — not extracted directly from Amazon's rating widget. FTC 16 CFR Part 255 prohibits displaying inferred ratings without disclosure, so it's held back.","Re-scrape this review_id directly from amazon.com — pull the star from the rating widget (look for a-icon-star class), not from sentiment. Verify the star matches across both the review-list and review-detail views.",RATING_VERIFIED:[N]   OR   RATING_DROP:[reason]   OR   RATING_KEEP_INFERRED,RATING_VERIFIED:5  |  RATING_DROP:review removed from Amazon  |  RATING_KEEP_INFERRED  (publishes with 'rating estimated' disclosure label),B07KCR1QP5,th-sore14-b113,"Stehlen 733469488989 Compatible with 2014-2015 Sorento / 2013-2018 Santa Fe Sport Class 2 Trailer Tow Hitch Receiver 1.25""",R3GDOJ5RDZ3ZZ0,5,TRUE,TRUE,FALSE,2,2019-11-01,John Chowaniec,,Great fit easy to install,class-2-trailer-hitch-black-kia-sorento-hyundai-santa-fe-sport,our_prior_resolution,no_fix_record,,,,
5. RATING INFERRED — STAR RATING NOT DIRECTLY SCRAPED,"Review body is accurate but the star (1-5) was INFERRED from review sentiment — not extracted directly from Amazon's rating widget. FTC 16 CFR Part 255 prohibits displaying inferred ratings without disclosure, so it's held back.","Re-scrape this review_id directly from amazon.com — pull the star from the rating widget (look for a-icon-star class), not from sentiment. Verify the star matches across both the review-list and review-detail views.",RATING_VERIFIED:[N]   OR   RATING_DROP:[reason]   OR   RATING_KEEP_INFERRED,RATING_VERIFIED:5  |  RATING_DROP:review removed from Amazon  |  RATING_KEEP_INFERRED  (publishes with 'rating estimated' disclosure label),B07YGNWMYJ,fg-ram14oe-me-mb,Matte Black OE Honeycomb Mesh Front Hood Bumper Grill Grille Guard ABS Compatible With 13-18 Dodge Ram 1500/19-24 Classic,R3M5H3X6G9ZTM5,5,TRUE,TRUE,FALSE,2,2020-06-28,Tyrone Reid,,Great OEM replacement. Had it painted to match the rest of my truck. Looks great! Happy with the purchase.,2013-2024-ram-1500-oem-mesh-style-front-grille-black,team,mapped_medium_confidence_pending_verify,2013-2024-ram-1500-oem-mesh-style-front-grille-black,fg-ram14oe-me-mb=Ram 1500 2014 OE mesh matte black; only matte black OE handle in catalog is labeled -black not -matte-black; product is likely the same but finish label discrepancy warrants owner confirmation,,
5. RATING INFERRED — STAR RATING NOT DIRECTLY SCRAPED,"Review body is accurate but the star (1-5) was INFERRED from review sentiment — not extracted directly from Amazon's rating widget. FTC 16 CFR Part 255 prohibits displaying inferred ratings without disclosure, so it's held back.","Re-scrape this review_id directly from amazon.com — pull the star from the rating widget (look for a-icon-star class), not from sentiment. Verify the star matches across both the review-list and review-detail views.",RATING_VERIFIED:[N]   OR   RATING_DROP:[reason]   OR   RATING_KEEP_INFERRED,RATING_VERIFIED:5  |  RATING_DROP:review removed from Amazon  |  RATING_KEEP_INFERRED  (publishes with 'rating estimated' disclosure label),B081W1DY1Z,fg-f25005-rvt-me-mb,Matte Black RVT Rivet Bolt Steel Mesh Front Hood Bumper Grill Grille Guard ABS Compatible With 05-07 Ford F250 F350 F450 F550 Superduty / 2005 Excursion,R2TTPBPNAGF4SL,5,TRUE,TRUE,FALSE,2,2020-09-16,Powerstroke,,Easy install looks amazing ... Highly recommended,05-07-ford-f250-f350-f450-studded-mesh-rivet-grille-matte-black,our_prior_resolution,no_fix_record,,,,
5. RATING INFERRED — STAR RATING NOT DIRECTLY SCRAPED,"Review body is accurate but the star (1-5) was INFERRED from review sentiment — not extracted directly from Amazon's rating widget. FTC 16 CFR Part 255 prohibits displaying inferred ratings without disclosure, so it's held back.","Re-scrape this review_id directly from amazon.com — pull the star from the rating widget (look for a-icon-star class), not from sentiment. Verify the star matches across both the review-list and review-detail views.",RATING_VERIFIED:[N]   OR   RATING_DROP:[reason]   OR   RATING_KEEP_INFERRED,RATING_VERIFIED:5  |  RATING_DROP:review removed from Amazon  |  RATING_KEEP_INFERRED  (publishes with 'rating estimated' disclosure label),B07XSFBVTF,fg-ram06-me-mb,Matte Black Mesh Front Hood Bumper Grill Grille Guard ABS Compatible With 06-08 Dodge Ram 1500/06-09 2500 3500,R3V50KHXHYKBLN,5,TRUE,TRUE,FALSE,1,,luke hermiz,,I would highly recommend this product it is way better than the factory grill,2006-2009-dodge-ram-1500-2500-3500-mesh-front-grille-matte-black,our_prior_resolution,no_fix_record,,,,
5. RATING INFERRED — STAR RATING NOT DIRECTLY SCRAPED,"Review body is accurate but the star (1-5) was INFERRED from review sentiment — not extracted directly from Amazon's rating widget. FTC 16 CFR Part 255 prohibits displaying inferred ratings without disclosure, so it's held back.","Re-scrape this review_id directly from amazon.com — pull the star from the rating widget (look for a-icon-star class), not from sentiment. Verify the star matches across both the review-list and review-detail views.",RATING_VERIFIED:[N]   OR   RATING_DROP:[reason]   OR   RATING_KEEP_INFERRED,RATING_VERIFIED:5  |  RATING_DROP:review removed from Amazon  |  RATING_KEEP_INFERRED  (publishes with 'rating estimated' disclosure label),B086C4KQML,fg-grzd-dnl07-bk,Stehlen 642167821243 Compatible With 2007-2014 GMC Yukon/XL/Denali Round Hole Mesh Front Hood Bumper Grille - Glossy Black,RQCE4E8HNUB4H,5,TRUE,TRUE,FALSE,1,,Brandon W.,,Excellent fitment. Good black is complete throughout.  Very pleased with look,2007-2014-gmc-yukon-yukon-xl-front-grille-matte-black,our_prior_resolution,no_fix_record,,,,
5. RATING INFERRED — STAR RATING NOT DIRECTLY SCRAPED,"Review body is accurate but the star (1-5) was INFERRED from review sentiment — not extracted directly from Amazon's rating widget. FTC 16 CFR Part 255 prohibits displaying inferred ratings without disclosure, so it's held back.","Re-scrape this review_id directly from amazon.com — pull the star from the rating widget (look for a-icon-star class), not from sentiment. Verify the star matches across both the review-list and review-detail views.",RATING_VERIFIED:[N]   OR   RATING_DROP:[reason]   OR   RATING_KEEP_INFERRED,RATING_VERIFIED:5  |  RATING_DROP:review removed from Amazon  |  RATING_KEEP_INFERRED  (publishes with 'rating estimated' disclosure label),B07HB9NL2V,fggg-grzt-impa00-me-ch,Chrome Mesh Front Hood Bumper Grill Grille Guard ABS Compatible With 00-05 Chevy Impala,R16FYEAXYBETS8,5,TRUE,TRUE,FALSE,1,,felicia cook,,Looks awesome on my 2004 Chevrolet impala.....,2000-2005-chevy-impala-front-grille-chrome-finish,our_prior_resolution,no_fix_record,,,,
5. RATING INFERRED — STAR RATING NOT DIRECTLY SCRAPED,"Review body is accurate but the star (1-5) was INFERRED from review sentiment — not extracted directly from Amazon's rating widget. FTC 16 CFR Part 255 prohibits displaying inferred ratings without disclosure, so it's held back.","Re-scrape this review_id directly from amazon.com — pull the star from the rating widget (look for a-icon-star class), not from sentiment. Verify the star matches across both the review-list and review-detail views.",RATING_VERIFIED:[N]   OR   RATING_DROP:[reason]   OR   RATING_KEEP_INFERRED,RATING_VERIFIED:5  |  RATING_DROP:review removed from Amazon  |  RATING_KEEP_INFERRED  (publishes with 'rating estimated' disclosure label),B07L7XSMVT,bghd-tit04-av-mb,Stehlen 714937183995 Compatible With 2004-2015 Titan/Armada Advance Series Bull Bar - Matte Black,R23WXOSC1FI9IA,5,TRUE,TRUE,FALSE,1,,Eric F.,,"My order arrived in the time it was supposed to and the packaging was heavy duty. Absolutely love the way it looks on the Titan!! Very well built, great style and gives a rugged finished look to my truck. I did have to move my license plate and was able to make a bracket that I think looks like it came this way.",2004-2015-nissan-titan-armada-bull-guard-w-skid-plate-matte-black,team,mapped_high_confidence,2004-2015-nissan-titan-armada-bull-guard-w-skid-plate-matte-black,bghd-tit04-av-mb=Titan/Armada 2004 AVT-style matte black bull bar; handle=04-15 Nissan Titan/Armada bull guard with skid plate matte black; make/model/years/finish all match,,
5. RATING INFERRED — STAR RATING NOT DIRECTLY SCRAPED,"Review body is accurate but the star (1-5) was INFERRED from review sentiment — not extracted directly from Amazon's rating widget. FTC 16 CFR Part 255 prohibits displaying inferred ratings without disclosure, so it's held back.","Re-scrape this review_id directly from amazon.com — pull the star from the rating widget (look for a-icon-star class), not from sentiment. Verify the star matches across both the review-list and review-detail views.",RATING_VERIFIED:[N]   OR   RATING_DROP:[reason]   OR   RATING_KEEP_INFERRED,RATING_VERIFIED:5  |  RATING_DROP:review removed from Amazon  |  RATING_KEEP_INFERRED  (publishes with 'rating estimated' disclosure label),B07NYWLPJV,bghd-colo15-av,Stehlen 733469493686 Compatible with 2015-2022 Chevy Colorado/GMC Canyon Advance Series Bull Bar - Matte Black,R3NAH3AA9IVLKG,5,TRUE,TRUE,FALSE,1,,Honest reviews,,"I like it a lot: it wasn’t too bad to install. I did it alone minus the last part my 7 year old leaned against it while I tightened it. Man this would have took me a lot less time if my impact didn’t stop working randomly ! But the time it took was on me!


If you want this to take a solid 45 mins use a lift and an impact. If not expect a couple hours.


Solid product. This was installed on my 2016 Chevy Colorado trail boss edition z71.


You will not have tow hooks if you decide you want this bull bar. But it’s whatever to me!",2015-2022-chevy-colorado-gmc-canyon-advanced-bull-guard-led-bar,team,mapped_high_confidence,2015-2022-chevy-colorado-gmc-canyon-advanced-bull-guard-led-bar,bghd-colo15-av=Colorado 2015 AVT-series bull bar; handle=15-22 Colorado/Canyon advanced bull guard with LED bar; make/model/years/style all match,,
5. RATING INFERRED — STAR RATING NOT DIRECTLY SCRAPED,"Review body is accurate but the star (1-5) was INFERRED from review sentiment — not extracted directly from Amazon's rating widget. FTC 16 CFR Part 255 prohibits displaying inferred ratings without disclosure, so it's held back.","Re-scrape this review_id directly from amazon.com — pull the star from the rating widget (look for a-icon-star class), not from sentiment. Verify the star matches across both the review-list and review-detail views.",RATING_VERIFIED:[N]   OR   RATING_DROP:[reason]   OR   RATING_KEEP_INFERRED,RATING_VERIFIED:5  |  RATING_DROP:review removed from Amazon  |  RATING_KEEP_INFERRED  (publishes with 'rating estimated' disclosure label),B0856ZNSPB,fg-cha11-me-bk,Stehlen 642167819745 Compatible With 2011-2014 Dodge Charger Mesh Front Hood Bumper Grille - Glossy Black,R1CCR8UUDCLER4,5,TRUE,TRUE,FALSE,1,,Derrick S.,,"Absolutely perfect. Fits great on my new bumper . Everything snaps on properly, fits every screw hole.",2011-2014-dodge-charger-front-grille-black,our_prior_resolution,no_fix_record,,,,
5. RATING INFERRED — STAR RATING NOT DIRECTLY SCRAPED,"Review body is accurate but the star (1-5) was INFERRED from review sentiment — not extracted directly from Amazon's rating widget. FTC 16 CFR Part 255 prohibits displaying inferred ratings without disclosure, so it's held back.","Re-scrape this review_id directly from amazon.com — pull the star from the rating widget (look for a-icon-star class), not from sentiment. Verify the star matches across both the review-list and review-detail views.",RATING_VERIFIED:[N]   OR   RATING_DROP:[reason]   OR   RATING_KEEP_INFERRED,RATING_VERIFIED:5  |  RATING_DROP:review removed from Amazon  |  RATING_KEEP_INFERRED  (publishes with 'rating estimated' disclosure label),B07LC18YJF,fggg-grzv-f25099-vt-ch,Chrome Vertical Front Hood Bumper Grill Grille Guard ABS Compatible With 99-04 Ford F250 F350 F450 F550 Superduty / 00-04 Excursion,R3O50OV2ZG77EH,5,TRUE,TRUE,FALSE,1,2019-05-10,Maribel Vega,,Love it.  Looks great on my truck.,1999-2004-ford-super-duty-excursion-front-grille-chrome,our_prior_resolution,no_fix_record,,,,
5. RATING INFERRED — STAR RATING NOT DIRECTLY SCRAPED,"Review body is accurate but the star (1-5) was INFERRED from review sentiment — not extracted directly from Amazon's rating widget. FTC 16 CFR Part 255 prohibits displaying inferred ratings without disclosure, so it's held back.","Re-scrape this review_id directly from amazon.com — pull the star from the rating widget (look for a-icon-star class), not from sentiment. Verify the star matches across both the review-list and review-detail views.",RATING_VERIFIED:[N]   OR   RATING_DROP:[reason]   OR   RATING_KEEP_INFERRED,RATING_VERIFIED:5  |  RATING_DROP:review removed from Amazon  |  RATING_KEEP_INFERRED  (publishes with 'rating estimated' disclosure label),B07L8V2222,fg-grzd-dnl07-ch+fg-grbd-dnl07lower-ch,Chrome Round Hole Mesh Front Upper Hood Grill + Lower Bumper Grille Guard ABS Compatible With 07-14 GMC Yukon/XL/Denali,R23O81HAOQ146V,5,TRUE,TRUE,FALSE,1,2019-12-17,tiffany,,A little tough to get old grill off but boy is it worth it! Makes a new updated shiny SUV look!!,2007-2014-gmc-yukon-yukon-xl-front-grille-chrome-1,our_prior_resolution,no_fix_record,,,,
5. RATING INFERRED — STAR RATING NOT DIRECTLY SCRAPED,"Review body is accurate but the star (1-5) was INFERRED from review sentiment — not extracted directly from Amazon's rating widget. FTC 16 CFR Part 255 prohibits displaying inferred ratings without disclosure, so it's held back.","Re-scrape this review_id directly from amazon.com — pull the star from the rating widget (look for a-icon-star class), not from sentiment. Verify the star matches across both the review-list and review-detail views.",RATING_VERIFIED:[N]   OR   RATING_DROP:[reason]   OR   RATING_KEEP_INFERRED,RATING_VERIFIED:5  |  RATING_DROP:review removed from Amazon  |  RATING_KEEP_INFERRED  (publishes with 'rating estimated' disclosure label),B07L5YMWFM,tc-ram19-5.8-hss,"Stehlen 733469493259 Compatible with 2019-2026 Dodge Ram 1500 New Body 5.7 Feet (68.4"") Short Bed Hidden Snap Tonneau Cover - Black",R2820GKDX17LUY,5,TRUE,TRUE,FALSE,1,2020-01-11,Amazon Customer,,"Bought this for my new 2020 short bed ram 1500. Easy to install, fits and looks great",2019-dodge-ram-5-8ft-bed-hard-tri-fold-tonneau-cover-low-profile,team,mapped_high_confidence,2019-dodge-ram-5-8ft-bed-hard-tri-fold-tonneau-cover-low-profile,"tc-ram19-5.8-hss=Ram 1500 2019 5.8ft (5'7"") hard snap-shut/low-profile; handle=2019 Dodge Ram 5.8ft hard tri-fold low-profile; make/model/year/bed-length/style all match. Note title says 2019-2026 but handle only says 2019 — confirm if this handle covers full 2019-26 range",,
5. RATING INFERRED — STAR RATING NOT DIRECTLY SCRAPED,"Review body is accurate but the star (1-5) was INFERRED from review sentiment — not extracted directly from Amazon's rating widget. FTC 16 CFR Part 255 prohibits displaying inferred ratings without disclosure, so it's held back.","Re-scrape this review_id directly from amazon.com — pull the star from the rating widget (look for a-icon-star class), not from sentiment. Verify the star matches across both the review-list and review-detail views.",RATING_VERIFIED:[N]   OR   RATING_DROP:[reason]   OR   RATING_KEEP_INFERRED,RATING_VERIFIED:5  |  RATING_DROP:review removed from Amazon  |  RATING_KEEP_INFERRED  (publishes with 'rating estimated' disclosure label),B07SRF5SSL,sbhd-f15004sc-5-mb,"Stehlen 733469496953 Compatible with 2004-2008 Ford F150 Super (Extended) Cab 5"" Oval Side Step Nerf Bars - Matte Black",R3DOIM2FQK9RE0,5,TRUE,TRUE,FALSE,1,2020-02-11,Regina,,"These were a Christmas present for our son.  He seems to be very happy with them, and look good on his truck!",04-08-ford-f-150-super-cab-5-oval-side-step-bars-black,team,mapped_medium_confidence_pending_verify,04-08-ford-f-150-super-cab-5-oval-side-step-bars-black,sbhd-f15004sc-5-mb=F150 2004 Super Cab 5-inch oval matte black; closest handle is the glossy black 5-oval super cab variant (-bk not -mb); no dedicated matte black 5-inch super cab F150 04-08 handle exists — black handle is the best available match but finish differs,,
5. RATING INFERRED — STAR RATING NOT DIRECTLY SCRAPED,"Review body is accurate but the star (1-5) was INFERRED from review sentiment — not extracted directly from Amazon's rating widget. FTC 16 CFR Part 255 prohibits displaying inferred ratings without disclosure, so it's held back.","Re-scrape this review_id directly from amazon.com — pull the star from the rating widget (look for a-icon-star class), not from sentiment. Verify the star matches across both the review-list and review-detail views.",RATING_VERIFIED:[N]   OR   RATING_DROP:[reason]   OR   RATING_KEEP_INFERRED,RATING_VERIFIED:5  |  RATING_DROP:review removed from Amazon  |  RATING_KEEP_INFERRED  (publishes with 'rating estimated' disclosure label),B07P14QV8K,bghd-f25099-al,Stehlen 733469493808 Compatible with 1999-2004 Ford F250 F350 F450 F550 Superduty / 2000-2004 Excursion Advance Series Aluminum LED Bull Bar - Matte Black,RIC3QQNH25NFZ,5,TRUE,TRUE,FALSE,1,2020-08-03,Bryan R,,"Love the look of this bull bar. Easy installation, fit on our 2002 ford excursion limited with no problem. Im giving this 4 stars because some of the welds look bad, it had splatter on the brackets and were not very uniform on the actual bull bar. You can tell that this bull bar is more for looks than functionality, but for the price its very good. I'd recommend it!",1999-2004-ford-super-duty-advanced-series-bull-guard-matte-black,team,mapped_high_confidence,1999-2004-ford-super-duty-advanced-series-bull-guard-matte-black,bghd-f25099-al=F250 Super Duty 1999 AL-series matte black bull bar; handle=99-04 Ford Super Duty advanced series matte black; make/model/years/style all match,,
5. RATING INFERRED — STAR RATING NOT DIRECTLY SCRAPED,"Review body is accurate but the star (1-5) was INFERRED from review sentiment — not extracted directly from Amazon's rating widget. FTC 16 CFR Part 255 prohibits displaying inferred ratings without disclosure, so it's held back.","Re-scrape this review_id directly from amazon.com — pull the star from the rating widget (look for a-icon-star class), not from sentiment. Verify the star matches across both the review-list and review-detail views.",RATING_VERIFIED:[N]   OR   RATING_DROP:[reason]   OR   RATING_KEEP_INFERRED,RATING_VERIFIED:5  |  RATING_DROP:review removed from Amazon  |  RATING_KEEP_INFERRED  (publishes with 'rating estimated' disclosure label),B07L8V2222,fg-grzd-dnl07-ch+fg-grbd-dnl07lower-ch,Chrome Round Hole Mesh Front Upper Hood Grill + Lower Bumper Grille Guard ABS Compatible With 07-14 GMC Yukon/XL/Denali,R1A7QI1R9DN1RG,5,TRUE,TRUE,FALSE,1,2020-10-27,Mark.Lsx,,"Looks Good On My Black 07 Yukon, Top And Bottom Grill Fits Perfect",2007-2014-gmc-yukon-yukon-xl-front-grille-chrome-1,our_prior_resolution,no_fix_record,,,,
5. RATING INFERRED — STAR RATING NOT DIRECTLY SCRAPED,"Review body is accurate but the star (1-5) was INFERRED from review sentiment — not extracted directly from Amazon's rating widget. FTC 16 CFR Part 255 prohibits displaying inferred ratings without disclosure, so it's held back.","Re-scrape this review_id directly from amazon.com — pull the star from the rating widget (look for a-icon-star class), not from sentiment. Verify the star matches across both the review-list and review-detail views.",RATING_VERIFIED:[N]   OR   RATING_DROP:[reason]   OR   RATING_KEEP_INFERRED,RATING_VERIFIED:5  |  RATING_DROP:review removed from Amazon  |  RATING_KEEP_INFERRED  (publishes with 'rating estimated' disclosure label),B0855QS2QF,fg-300c05-me-bk,Stehlen 642167819509 Compatible With 2004 2005-2010 Chrysler 300 / 300C Mesh Front Hood Bumper Grille - Glossy Black,R33AIK9SAL2EIO,5,TRUE,TRUE,FALSE,1,2021-01-08,TysonOnDaTrack,,Had to provide screws for installation but other than that I am satisfied.,2005-2010-chrysler-300-front-grille-matte-black-replacement,our_prior_resolution,no_fix_record,,,,
5. RATING INFERRED — STAR RATING NOT DIRECTLY SCRAPED,"Review body is accurate but the star (1-5) was INFERRED from review sentiment — not extracted directly from Amazon's rating widget. FTC 16 CFR Part 255 prohibits displaying inferred ratings without disclosure, so it's held back.","Re-scrape this review_id directly from amazon.com — pull the star from the rating widget (look for a-icon-star class), not from sentiment. Verify the star matches across both the review-list and review-detail views.",RATING_VERIFIED:[N]   OR   RATING_DROP:[reason]   OR   RATING_KEEP_INFERRED,RATING_VERIFIED:5  |  RATING_DROP:review removed from Amazon  |  RATING_KEEP_INFERRED  (publishes with 'rating estimated' disclosure label),B0863KSYV3,fg-300c05-me-bk,Glossy Black Mesh Front Hood Bumper Grill Grille Guard ABS Compatible With 04 05-10 Chrysler 300 / 300C,R1E5A5FWCOLD8F,5,TRUE,TRUE,FALSE,1,2021-07-29,B Long,,"Beautiful grill,... fits perfectly",2005-2010-chrysler-300-front-grille-matte-black-replacement,our_prior_resolution,no_fix_record,,,,
5. RATING INFERRED — STAR RATING NOT DIRECTLY SCRAPED,"Review body is accurate but the star (1-5) was INFERRED from review sentiment — not extracted directly from Amazon's rating widget. FTC 16 CFR Part 255 prohibits displaying inferred ratings without disclosure, so it's held back.","Re-scrape this review_id directly from amazon.com — pull the star from the rating widget (look for a-icon-star class), not from sentiment. Verify the star matches across both the review-list and review-detail views.",RATING_VERIFIED:[N]   OR   RATING_DROP:[reason]   OR   RATING_KEEP_INFERRED,RATING_VERIFIED:5  |  RATING_DROP:review removed from Amazon  |  RATING_KEEP_INFERRED  (publishes with 'rating estimated' disclosure label),B0863KSYV3,fg-300c05-me-bk,Glossy Black Mesh Front Hood Bumper Grill Grille Guard ABS Compatible With 04 05-10 Chrysler 300 / 300C,RXC6G41OJFLB0,5,TRUE,TRUE,FALSE,1,2022-12-13,Anthony Siewert,,Fit was exact on my 08 300c. Looks great! Love it,2005-2010-chrysler-300-front-grille-matte-black-replacement,our_prior_resolution,no_fix_record,,,,
5. RATING INFERRED — STAR RATING NOT DIRECTLY SCRAPED,"Review body is accurate but the star (1-5) was INFERRED from review sentiment — not extracted directly from Amazon's rating widget. FTC 16 CFR Part 255 prohibits displaying inferred ratings without disclosure, so it's held back.","Re-scrape this review_id directly from amazon.com — pull the star from the rating widget (look for a-icon-star class), not from sentiment. Verify the star matches across both the review-list and review-detail views.",RATING_VERIFIED:[N]   OR   RATING_DROP:[reason]   OR   RATING_KEEP_INFERRED,RATING_VERIFIED:5  |  RATING_DROP:review removed from Amazon  |  RATING_KEEP_INFERRED  (publishes with 'rating estimated' disclosure label),B07KCZQ97K,th-nitr07-c334,"Stehlen 733469488675 Compatible with 2007-2011 Dodge Nitro Class 3 Trailer Tow Hitch Receiver 2""",R2J9ZWYOI9EJ1G,5,TRUE,TRUE,FALSE,1,2023-07-11,Christopher Graham,,"After spending several hours putting this hitch on to my Nitro I have realized that while the hitch itself is great quality, the hardware included may not work with every Dodge Nitro of the listed years (being 2007-2011). I ended up calling Dodge to confirm bolt size and where they should have been the same, the bolts included were not a standard or even typical size. So in order to put the hitch on I had to retap all six threaded receiver holes for a half inch bolt. Other than that I'm very pleased with the hitch and if the included hardware had worked it would have been a very quick installa",2007-2011-dodge-nitro-class-3-trailer-hitch-black,our_prior_resolution,no_fix_record,,,,
5. RATING INFERRED — STAR RATING NOT DIRECTLY SCRAPED,"Review body is accurate but the star (1-5) was INFERRED from review sentiment — not extracted directly from Amazon's rating widget. FTC 16 CFR Part 255 prohibits displaying inferred ratings without disclosure, so it's held back.","Re-scrape this review_id directly from amazon.com — pull the star from the rating widget (look for a-icon-star class), not from sentiment. Verify the star matches across both the review-list and review-detail views.",RATING_VERIFIED:[N]   OR   RATING_DROP:[reason]   OR   RATING_KEEP_INFERRED,RATING_VERIFIED:5  |  RATING_DROP:review removed from Amazon  |  RATING_KEEP_INFERRED  (publishes with 'rating estimated' disclosure label),B07XSFBVTF,fg-ram06-me-mb,Matte Black Mesh Front Hood Bumper Grill Grille Guard ABS Compatible With 06-08 Dodge Ram 1500/06-09 2500 3500,R31PPHE3S3OIDP,5,TRUE,TRUE,FALSE,0,,Nate C.,,"Looks and fits great!  Had to modify my 04 grille support but I was expecting that, would directly bolt up to an 06-09 grille support.  I painted mine as well and it took paint phenomenally well, looks great!",2006-2009-dodge-ram-1500-2500-3500-mesh-front-grille-matte-black,our_prior_resolution,no_fix_record,,,,
5. RATING INFERRED — STAR RATING NOT DIRECTLY SCRAPED,"Review body is accurate but the star (1-5) was INFERRED from review sentiment — not extracted directly from Amazon's rating widget. FTC 16 CFR Part 255 prohibits displaying inferred ratings without disclosure, so it's held back.","Re-scrape this review_id directly from amazon.com — pull the star from the rating widget (look for a-icon-star class), not from sentiment. Verify the star matches across both the review-list and review-detail views.",RATING_VERIFIED:[N]   OR   RATING_DROP:[reason]   OR   RATING_KEEP_INFERRED,RATING_VERIFIED:5  |  RATING_DROP:review removed from Amazon  |  RATING_KEEP_INFERRED  (publishes with 'rating estimated' disclosure label),B07XSFBVTF,fg-ram06-me-mb,Matte Black Mesh Front Hood Bumper Grill Grille Guard ABS Compatible With 06-08 Dodge Ram 1500/06-09 2500 3500,R2AD29WHJDWAQP,5,TRUE,TRUE,FALSE,0,,Stephanie Keim,,Is easy to paint to add a personal touch. Easy to install. Added a emblem and makes my beast look even more cool coming down the road.,2006-2009-dodge-ram-1500-2500-3500-mesh-front-grille-matte-black,our_prior_resolution,no_fix_record,,,,
5. RATING INFERRED — STAR RATING NOT DIRECTLY SCRAPED,"Review body is accurate but the star (1-5) was INFERRED from review sentiment — not extracted directly from Amazon's rating widget. FTC 16 CFR Part 255 prohibits displaying inferred ratings without disclosure, so it's held back.","Re-scrape this review_id directly from amazon.com — pull the star from the rating widget (look for a-icon-star class), not from sentiment. Verify the star matches across both the review-list and review-detail views.",RATING_VERIFIED:[N]   OR   RATING_DROP:[reason]   OR   RATING_KEEP_INFERRED,RATING_VERIFIED:5  |  RATING_DROP:review removed from Amazon  |  RATING_KEEP_INFERRED  (publishes with 'rating estimated' disclosure label),B07SRF5SSL,sbhd-f15004sc-5-mb,"Stehlen 733469496953 Compatible with 2004-2008 Ford F150 Super (Extended) Cab 5"" Oval Side Step Nerf Bars - Matte Black",R3PL4YLBPEJ033,5,TRUE,TRUE,FALSE,0,,Brian,,Easy install looks great!! Great value for the price!!,04-08-ford-f-150-super-cab-5-oval-side-step-bars-black,team,mapped_medium_confidence_pending_verify,04-08-ford-f-150-super-cab-5-oval-side-step-bars-black,sbhd-f15004sc-5-mb=F150 2004 Super Cab 5-inch oval matte black; closest handle is the glossy black 5-oval super cab variant (-bk not -mb); no dedicated matte black 5-inch super cab F150 04-08 handle exists — black handle is the best available match but finish differs,,
